ids	class	sentence
1098	1	"@JessicaV_CIS THIS IS FABULOUS! I HOPE THE ACLU IS HOIST BY IT'S OWN PETARD!IT'S IDIOTIC, STUPID, SELF DEFEATING TO SIMPLY STOP APPLYING THE LAW BECAUSE THERE IS A CHILD INVOLVED!NO OTHER US LAW WOULD DO THIS! INSANITY! #NOAMNESTY @POTUS @TEDCRUZ #NOASYLU"
1099	0	There is a hidden fact in the migrants story we have our own waiting lists and no one including the churches held out the hands for them.
1100	0	#Portugal's Vitorino elected #head of UN migration agency #IOM #UnitedStates #directorgeneral #President... https://t.co/mYRUGQ3YU2 https://t.co/kSIJX67WMW
1101	1	"#danforthshooter  The mental health issue line is a favorite excuse by the  migrationists, but even if true what difference does it make? Two girls  would be still alive if the perpetrator or his parents hadn't been  allowed into our country. #Danforth #TorontoShooter"
1102	0	"World Refugee Day was this past Wednesday, but there is still time to make a difference for the 20,000 refugees who will arrive in the U.S. this year. Rally the support of your friends and family by becoming a fundraiser for refugees. Get started here âž_x009d_ https://t.co/QzFjSqWwJ8 https://t.co/vS9TqvpVm6"
1103	0	@SheldonP Yeah me too 😵lol
1104	0	The BIGGEST SECRET Hidden in Plain SIGHT - The ROCKS were ALIVE - YouTube https://t.co/empo0oe4cy
1105	1	@MeetThePress @BenSasse This @BenSasse should resign from Republican party the sorry Rhino losers #MAGA #BuildTheWall #NoDACA #NoAmnesty #DeportAllOfThem
1106	1	#WakeUpAmerica #StopMuslimInvation #MAGA #NoMoreRefugees allowed in America. #StopTheInflux #MAGA #KeepAmericaSafe #WakeUpAlabama
1107	1	"These are not “refugees” but aggressive male migrants who are often violent.  No business in EU.Europe needs a “backbone” to send illegals back. The UN, EU and Amnesty can pontificate about so-called “human rights” but they must be defied and illegal migrants must be sent back. https://t.co/GeNY0LwMDV"
1108	1	"@Not_Un_Canadian @MichelleRempel What a non-sense answer:  YOu learned that yourself?Anyone who, ACTIVELY OR PASSIVELY, subscribes to immigration and especially assimilation is joining the battle to destroy Whites, and it makes no difference whether their"
1109	0	The Philippines is sending a Catholic priest to Kuwait next month to assist Filipino migrant workers who escaped from abusive employers. https://t.co/O6WdrK9g4g
1110	0	Brazilian judge orders border closed to Venezuelan immigrants https://t.co/ZzeJkVsNRn via @wionews
1111	1	"Why #NoDACA ?Illegals est. between 11 - 30 millionIllegal vote 80% Dem or 600,000 Dem vote advantage / 1,000,000 illegal voters70,000 votes gave @POTUS 2016 electionWHY do you think DEMS pushing no walls, no borders, no VOTER IDs?#POTUS #MAGA #KAG #Trump #NEWS #VoteRed"
1112	1	White House wants to make it harder for legal migrants to be citizens https://t.co/Rt5WP8UF0j via @MailOnline  GOOD!!! ONLY THE BEST!! Welfare leeches Go back home!!!
1113	1	@ShannonBream Illegals can reunite back across the border in Mexico! We dont need the extra crime that the illegal or refugees invaders bring to America.#NoDACA #NoVisaLottery #NoBenefits4Illegals #NoChainMigration #BuildTheWall #E-Verify @MargaretClancy 
1114	0	The ðŸ‡ªðŸ‡ºEU discuss the possibility of establishing refugee camps in North African countries  https://t.co/KxERFiGK42  #Refugees #Europe #WorldRefugeeDay https://t.co/o2KObZIbCI
1115	1	@RealJamesWoods #Subway #Cowards #StopTheInvasion If they do now want to embrace our customs they should go back to their country of origin.
1116	0	If you vote in #Kansas #PayAttention  TRUMP #VOTER #FRAUD CZAR GUNS FOR GOV   Anti-immigrant zealot Kris Kobach is in a tight race with the current governor of Kansas. https://t.co/HJZQCIYvPJ
1117	0	"Refugee status and immigrant status are two different things. Refugees do not have to become permanent immigrants, and they can be returned home, once war, the cause for their departure, is over."
1118	0	Liberals on odd days: Muslims do not feel safe in India.  Cow is safer than Muslims  Liberals on even days: Illegal Muslim Bangladeshi migrants feel at home in India. Why should they go? #NRCAssam
1119	1	Sen Booker posted the confidential information on his twitter account. There is no way I will vote Democrat again. Disregard for the laws when it suits them. And he wants to run for POTUS.#2Amendment #BuildThatWall #DeportThemAll #CivilWar #DeclassifyItAll
1120	1	"Californias U.S. Senator, Kamala Harris, her first piece of legislation, the Access to Counsel Act, by providing lawyers to anyone arriving at U.S. border crossings. #BuildTheWall#NoDACA#EndChainMigration#EndDiversityLotteryISIS THANKS YOU @KamalaHarris #KamalaHarris"
1121	0	"One in eight U.S. residents is an immigrant, while one in nine residents is a native-born U.S. citizen with at least one immigrant parent. https://t.co/qFeqRhQLxz"
1122	0	We have to demand justice and mercy for immigrants. It is unacceptable that anyone would die in detention. Congress has to act now with welcome and compassion. https://t.co/XBKvapKSOO
1123	0	Africa must address refugee crisis to ensure development — AU Commissioner https://t.co/ntMQMG4AVi
1124	1	"Comparatively, our own inner city youth & fellow Americans live like 3rd class citizens while illegals are housed at ICE centers that rival the best elementary schools & college dorms in the country. #BuildThatWall @FundThatWall @pulte @mitchellvii @brunelldonald @seanhannity"
1125	0	“‘The Art of Computer Programming’ by Donald Knuth” by @tashian https://t.co/c1EhXAB7vc
1126	1	We Need a WALL #BuildThatWall
1127	0	"The people that PRETEND to have compassion and caring for these ""children"" migrants (Most are adults), could care less all the children murdered by Western ""intervention"" (aka invasions). BEWARE OF LIBERALS BEARING COMPASSION https://t.co/ivAOnvvr5Q"
1128	0	How business can make a difference for #refugees by @richardbranson https://t.co/IjBZnXkaXu #WithRefugees @Refugees @UNHCR_Kenya @RCKDirector @tyrusmaina @drchorn_africaY
1129	1	Seriously. Get these people out of there. If we can't due to current EU or UN directives then we can at least stem Western to Western migration to get them to safety. https://t.co/6okpIz849S
1130	1	They are free to go back home!  https://t.co/N1VScb8MYB
1131	1	"We can only boycott All Sanctuary States, it's our only way to sway the politics. We have allowed illegal immigration to repopulate CA and other states to the point that latinos havr overwelmed the fabric of those states. https://t.co/sWCfgZh3ci"
1132	0	"#JCRCinIsrael at Yemin Orde Youth Village: a home, school, and safe haven for at-risk immigrant youth from around the world. @FrndsYeminOrde https://t.co/eBWfNxJXK3"
1133	0	"Triage system for border crossers won't be in place until Septemberhttps://t.co/AnYatbcW9UPretty well turned out for ""refugees"" (code for country shoppers). https://t.co/sx1TPmOFuy"
1134	0	"A reminder to EU, Italy &amp; Malta: your support to Libya's coastguard condemning intercepted refugees &amp; migrants to appalling detention conditions and blocking rescue charities + rapid safe embarkation costs lives, is morally abhorrent &amp; likely illegal @HRW https://t.co/84oS6PuqZ5 https://t.co/p0q48soghU"
1135	0	"It only takes us $36 to rent a bus, load it up with refugee teens, and take them to the skate park. Their next trip could be on you. Donate now. https://t.co/Oms6sR6XwP https://t.co/k8pkb55T9c"
1136	0	"Sick and chilling. Yet, another immigrant woman lives in the White House https://t.co/qzlHe60faE"
1137	1	"Congratulations to President Trump and to the United States of America for taking back our country from the illegal aliens. 191,000 illegal invaders have been arrested and deported so far this year to date. We must go faster to get them all. This is GREAT start! #MAGA #NoDACA"
1138	1	".@RepChrisStewart .@SenMikeLee .@senorrinhatch #NoDACA EVER! #DACA hurts #Utah it hurts #American Citizens and irreparably damages the real #AmericanDreamers - My Children, American Children. @GOP has the power to #EndDACA Use it! Don't be afraid of #IllegalAliens"
1139	1	"When will #WeThePeople have enough of #CAIR & Muslims in our America? They came here not to assimilate, but to spread their vile Sharia Law, they need to #SendThemBack no one is above our #Constitution our laws. @POTUS close this down! Let them have not another inch!"
1140	1	"How Important is Border Security to you? Vote on a Scale of 10 to 1 HERE and make your wishes known. (10 is Extremely Important, 1 is Not Important at all.)#Border #Security #USA #Mexico #BuildTheWall #NoDACA #DeportThemAll #Immigration #ImmigrationReform #Sovereignty #Vote"
1141	1	Yes @POTUS Revoke your endorsement of the TRAITOR @RepKevinYoder He betrayed you & the American People by inserting #HR392 He's trying to undermine our great @USAGSessions & is flouting US Laws.#NoHR392#EndChainMigration #YoderMustGo
1142	1	"WOW! Polish MP shocks British media:""Our country is safe because we didn’t accept illegal Muslim migrants -  this is the reason why we had not even one terrorist attack""""We can be called Populists,... https://t.co/q88IIhUGSg"
1143	0	The Hill | BREAKING: The #UnitedNations migration agency has rejected... #Trump #KenIsaacs #President https://t.co/KoSGYNFuNI https://t.co/xhfkUB4sUJ
1144	0	"Fake News is still trying to blame Prayer Groups for damage to cities, even after ANTIFA members are arrested for it!  The counter-protest was organized by ""a coalition of labor unions, immigrant rights groups and artists,"" according to CBS. https://t.co/Qy4mXLCiGd"
1145	0	CA migrant hotels wrecked by grateful new Canadianshttps://t.co/BJ1dwH4YCO
1146	0	The warning 2 the Turkish Leadership stop demanding and blackmailing Europe and the World about refugees desperate Men on a Islamic Mission
1147	0	"RT @Refugees: We are calling for international solidarity &amp; support for Costa Rica and other countries hosting Nicaraguan refugees &amp; asylum-seekers. Thousands are fleeing mounting political tensions, violence and serious human rights violations https://t.co/ysQ3h0lbwK"
1148	1	ðŸ¤”ðŸ‘‰----------&gt; ‘˜Jesus said give to men in need’: Refugee wants Austrians to share money &amp; homes with migrants — RT World News https://t.co/HmpeBG0u6N  this is the guy who said this----&gt; @ArasBacho &lt;---- should go back to syria or wherever
1149	0	"#BeBestMyAss This  week - I want my supporters to wear shorts or skirts that read, ""Be  Best"" on the back - synonym for ""Be Best My Ass!"" Let's be ridiculous (film your ass shaking) @FLOTUS lacks sensitivity towards immigrant children! Photo Credit: theGrio https://t.co/poBwKtI1oy"
1150	1	"RT @Ish_Bhandari The Security rule applied to Omar Abdullah house, to shoot trespasser should be applied to our Country also. India is our home &amp; illegal immigrants are National Security threat.#NRCForSecureIndia #NRCAssam"
1151	0	Iraqi refugee charged with shooting #cop last week. Feds reportedly halted his deportation in #2016. - https://t.co/4DODxFJjx8 https://t.co/5VdoLqCnXv
1152	0	"Border Patrol agents encounter 95 illegal immigrants desert near Lukeville, AZ https://t.co/n2gp01OFKN"
1153	0	"Over the past two weeks, 829 refugees arrived in the US. 13,785 have arrived in FY18, but we are more than 16,000 people behind schedule. We will continue to stand for the vulnerable. #refugeeswelcome https://t.co/ovqSZrB7zm"
1154	0	"More than 1,500 refugees and migrants have died attempting to cross the Mediterranean in the first 7 months of this year. News release: https://t.co/dsQsxsZtgv https://t.co/q9sHpyKZbk"
1155	0	⁦@senorrinhatch⁩ ⁦@SpeakerRyan⁩ ⁦@LindseyGrahamSC⁩ ⁦@Scotus⁩ ⁦@IvankaTrump⁩ ⁦@FLOUTUS⁩ ⁦@GOP⁩ ⁦@nytimes⁩ ⁦@washingtonpost⁩ where is the Republicans why aren’t you speaking out about this ???????????? https://t.co/JhxbBjvSaG https://t.co/lwm1A5e1c7
1156	1	"It appears the left is out of control in Germany as well, son murder and he is the bad guy, they are crazy for sure @potus @realDonaldTrump #BuildTheWall #LockThemUp #EndDACA #BoycottNFL #BoycottNike enough already"
1157	0	North Carolina protesters decry Trump immigration policy https://t.co/jxHKzeI853
1158	1	Watch: Brave Italian cop arrests illegal migrant armed with a knife - Multiculturalism? - Free Speech Time - https://t.co/ZUPJRJuwVJ @ISupport_Israel
1159	0	"I’m at DFW airport and imagining racists having a hell of a time dealing with every shop having a majority or totality of immigrant/minority employees, and thinking they stole a white person’s job. No, they’re the only ones who would put up with a commute to DFW for crap wages."
1160	1	"Here is a desperate, irrelevant clown looking to stay relevant.#MAGA #KAG #POTUS #NEWS #Trump #WalkAway #BuildTheWall #LockHerUp #USA #NoDACA #LiberalismIsAMentalDisorder #Flag #FridayFeeling #FridayMotivation #FakeNews"
